Item,Package Size,Module Size,Redundant Count
com.sun.xml.internal.bind.v2.schemagen.xmlschema,5,3,333
com.sun.xml.internal.txw2,8,5,384
com.sun.xml.internal.txw2.annotation,2,2,52
com.sun.xml.internal.fastinfoset.algorithm,8,6,413
com.sun.xml.internal.fastinfoset.alphabet,3,3,80
com.sun.xml.internal.fastinfoset.org.apache.xerces.util,2,2,62
com.sun.xml.internal.fastinfoset.util,6,5,224
com.sun.xml.internal.fastinfoset.vocab,7,5,223
com.sun.xml.internal.fastinfoset.dom,9,5,179
com.sun.xml.internal.org.jvnet.fastinfoset.sax,6,4,168
com.sun.xml.internal.org.jvnet.fastinfoset.stax,3,3,176
com.sun.xml.internal.fastinfoset.stax.events,11,5,209
javax.xml.stream.util,5,3,169
com.sun.xml.internal.fastinfoset.stax.factory,14,8,542
com.sun.xml.internal.fastinfoset.stax.util,5,4,228
com.sun.xml.internal.fastinfoset.tools,24,8,497
com.sun.xml.internal.messaging.saaj,3,3,252
com.sun.xml.internal.messaging.saaj.client.p2p,11,4,317
com.sun.xml.internal.messaging.saaj.util,19,5,424
com.sun.xml.internal.messaging.saaj.packaging.mime,4,3,128
com.sun.xml.internal.messaging.saaj.packaging.mime.internet,11,5,344
com.sun.xml.internal.messaging.saaj.packaging.mime.util,4,3,133
com.sun.xml.internal.messaging.saaj.soap,35,9,501
com.sun.xml.internal.org.jvnet.mimepull,10,4,360
com.sun.xml.internal.messaging.saaj.soap.dynamic,3,3,293
com.sun.xml.internal.messaging.saaj.soap.impl,22,5,421
com.sun.xml.internal.messaging.saaj.soap.name,7,5,436
com.sun.xml.internal.messaging.saaj.soap.ver1_1,15,5,428
com.sun.xml.internal.messaging.saaj.soap.ver1_2,15,5,428
com.sun.xml.internal.messaging.saaj.util.transform,9,4,319
java.awt.datatransfer,13,6,461
com.sun.xml.internal.org.jvnet.fastinfoset.sax.helpers,10,5,178
com.sun.xml.internal.stream.writers,19,7,523
com.sun.xml.internal.stream.buffer,15,7,462
com.sun.xml.internal.stream.buffer.sax,9,5,391
com.sun.xml.internal.stream.buffer.stax,10,6,459
com.sun.xml.internal.ws,77,12,593
com.sun.xml.internal.ws.addressing,41,6,437
com.sun.xml.internal.ws.addressing.model,5,4,250
com.sun.xml.internal.ws.addressing.v200408,18,5,428
com.sun.xml.internal.ws.api.addressing,47,8,495
com.sun.xml.internal.ws.api.model,11,6,459
com.sun.xml.internal.ws.api.model.wsdl,18,6,460
com.sun.xml.internal.ws.api.pipe,45,8,462
com.sun.xml.internal.ws.api.pipe.helper,4,2,63
com.sun.xml.internal.ws.api.server,39,8,498
com.sun.xml.internal.ws.client,65,9,499
